Site_Code,Jaw_Site_ID,Test_Diameter,Total_Jaw_Length,Urchin_ID,Days_free,Jaw_Growth_Increment
1W,159,73,13.6,1540,NA,NA
1W,184,74,13.6,1565,NA,NA
1W,190,77,13.6,1571,NA,NA
1W,230,69,13.6,1611,NA,NA
1W,234,72,13.6,1615,NA,NA
1W,258,69,13.6,1639,NA,NA
1W,262,80,13.6,1643,NA,NA
1W,274,69,13.6,1655,NA,NA
1W,281,70,13.6,1662,NA,NA
1W,353,72,13.6,1734,NA,NA
1W,407,66,13.6,1788,NA,NA
1E,114,73,13.6,832,NA,NA
1E,167,81,13.6,885,NA,NA
1E,213,84,13.6,931,NA,NA
1E,267,77,13.6,985,NA,NA
1E,282,86,13.6,1000,NA,NA
1E,298,80,13.6,1016,NA,NA
1E,299,81,13.6,1017,NA,NA
1E,308,80,13.6,1026,NA,NA
1E,380,80,13.6,1098,NA,NA
1E,440,81,13.6,1158,NA,NA
1E,460,82,13.6,1178,NA,NA
2W,300,74,13.7,3665,NA,NA
2E,176,80,13.7,3928,NA,NA
2E,370,63,13.7,4121,NA,NA
2E,436,72,13.7,4187,NA,NA
2E,438,74,13.7,4189,NA,NA
2E,537,79,13.7,4288,NA,NA
2E,625,75,13.7,4375,NA,NA
3E,85,79,13.7,2988,NA,NA
3E,127,84,13.7,3030,NA,NA
3E,412,84,13.7,3315,NA,NA
3E,441,76,13.7,3344,NA,NA
6W,60,79,13.7,1884,NA,NA
6W,144,74,13.7,1968,NA,NA
6W,179,81,13.7,2003,NA,NA
6W,191,82,13.7,2015,NA,NA
6E,22,85,13.7,2119,NA,NA
6E,27,83,13.7,2124,NA,NA
6E,84,83,13.7,2181,NA,NA
6E,168,74,13.7,2265,NA,NA
5W,27,91,13.7,376,NA,NA
5W,182,86,13.7,531,NA,NA
5W,195,86,13.7,544,NA,NA
5W,282,84,13.7,631,NA,NA
5E,49,89,13.7,2623,NA,NA
5E,104,83,13.7,2678,NA,NA
4E,152,77,13.7,152,NA,NA
4E,307,79,13.7,307,NA,NA
4E,332,64,13.7,332,NA,NA
4W,31,79,13.7,665,NA,NA
3W,138,73,13.7,2442,NA,NA
3W,206,74,13.7,2510,NA,NA
3W,212,66,13.7,2516,NA,NA
1W,41,82,13.7,1422,NA,NA
1W,99,75,13.7,1480,NA,NA
1W,138,65,13.7,1519,NA,NA
1W,148,68,13.7,1529,NA,NA
1W,167,70,13.7,1548,NA,NA
1W,178,75,13.7,1559,NA,NA
1W,248,69,13.7,1629,NA,NA
1W,268,71,13.7,1649,NA,NA
1W,273,70,13.7,1654,NA,NA
1W,278,76,13.7,1659,NA,NA
1W,327,81,13.7,1708,NA,NA
1W,360,71,13.7,1741,NA,NA
1W,378,74,13.7,1759,NA,NA
1W,392,71,13.7,1773,NA,NA
1E,118,72,13.7,836,NA,NA
1E,139,72,13.7,857,NA,NA
1E,206,82,13.7,924,NA,NA
1E,207,77,13.7,925,NA,NA
1E,239,87,13.7,957,NA,NA
1E,259,86,13.7,977,NA,NA
1E,280,87,13.7,998,NA,NA
1E,461,72,13.7,1179,NA,NA
1E,552,80,13.7,1270,NA,NA
1E,605,82,13.7,1323,NA,NA
2W,25,78,13.8,3390,NA,NA
2W,121,73,13.8,3486,NA,NA
2E,51,77,13.8,3803,NA,NA
2E,198,75,13.8,3950,NA,NA
2E,280,78,13.8,4031,NA,NA
2E,292,77,13.8,4043,NA,NA
2E,335,76,13.8,4086,NA,NA
2E,337,70,13.8,4088,NA,NA
2E,399,79,13.8,4150,NA,NA
2E,667,79,13.8,4417,NA,NA
3E,118,78,13.8,3021,NA,NA
6W,63,78,13.8,1887,NA,NA
6W,108,76,13.8,1932,NA,NA
6W,140,79,13.8,1964,NA,NA
6W,190,78,13.8,2014,NA,NA
6W,203,75,13.8,2027,NA,NA
6W,206,81,13.8,2030,NA,NA
6W,217,78,13.8,2041,NA,NA
6W,272,74,13.8,2096,NA,NA
6E,17,84,13.8,2114,NA,NA
6E,180,72,13.8,2277,NA,NA
5W,52,82,13.8,401,NA,NA
5E,145,73,13.8,2719,NA,NA
5E,314,83,13.8,2888,NA,NA
4E,114,79,13.8,114,NA,NA
4E,129,96,13.8,129,NA,NA
4E,131,92,13.8,131,NA,NA
4E,163,90,13.8,163,NA,NA
4E,262,81,13.8,262,NA,NA
4E,278,92,13.8,278,NA,NA
4E,306,76,13.8,306,NA,NA
4E,344,79,13.8,344,NA,NA
3W,49,76,13.8,2353,NA,NA
1W,40,65,13.8,1421,NA,NA
1W,117,68,13.8,1498,NA,NA
1W,154,75,13.8,1535,NA,NA
1W,176,78,13.8,1557,NA,NA
1W,181,66,13.8,1562,NA,NA
1W,219,73,13.8,1600,NA,NA
1W,235,72,13.8,1616,NA,NA
1W,264,78,13.8,1645,NA,NA
1W,308,64,13.8,1689,NA,NA
1W,394,77,13.8,1775,NA,NA
1W,404,73,13.8,1785,NA,NA
1E,305,78,13.8,1023,NA,NA
1E,331,81,13.8,1049,NA,NA
1E,399,79,13.8,1117,NA,NA
1E,420,79,13.8,1138,NA,NA
1E,494,88,13.8,1212,NA,NA
1E,583,81,13.8,1301,NA,NA
2W,53,85,13.9,3418,NA,NA
2W,86,81,13.9,3451,NA,NA
2W,267,71,13.9,3632,NA,NA
2W,297,77,13.9,3662,NA,NA
2W,336,80,13.9,3701,NA,NA
2E,47,76,13.9,3799,NA,NA
2E,73,81,13.9,3825,NA,NA
2E,127,77,13.9,3879,NA,NA
2E,136,85,13.9,3888,NA,NA
2E,161,72,13.9,3913,NA,NA
2E,220,76,13.9,3972,NA,NA
2E,240,81,13.9,3992,NA,NA
2E,253,74,13.9,4005,NA,NA
2E,294,70,13.9,4045,NA,NA
2E,400,85,13.9,4151,NA,NA
2E,437,85,13.9,4188,NA,NA
2E,442,79,13.9,4193,NA,NA
2E,563,78,13.9,4314,NA,NA
3E,86,83,13.9,2989,NA,NA
3E,450,85,13.9,3353,NA,NA
6W,44,81,13.9,1868,NA,NA
6W,105,77,13.9,1929,NA,NA
6W,121,79,13.9,1945,NA,NA
6W,154,83,13.9,1978,NA,NA
6W,172,84,13.9,1996,NA,NA
6E,26,76,13.9,2123,NA,NA
4E,23,83,13.9,23,NA,NA
4E,267,69,13.9,267,NA,NA
4E,296,83,13.9,296,NA,NA
3W,11,74,13.9,2315,NA,NA
3W,201,70,13.9,2505,NA,NA
1W,179,76,13.9,1560,NA,NA
1W,183,75,13.9,1564,NA,NA
1W,267,78,13.9,1648,NA,NA
1W,330,69,13.9,1711,NA,NA
1W,373,79,13.9,1754,NA,NA
1E,94,79,13.9,812,NA,NA
1E,247,84,13.9,965,NA,NA
1E,424,82,13.9,1142,NA,NA
1E,443,74,13.9,1161,NA,NA
1E,476,83,13.9,1194,NA,NA
2W,76,78,14,3441,NA,NA
2W,181,75,14,3546,NA,NA
2W,274,86,14,3639,NA,NA
2E,128,81,14,3880,NA,NA
2E,152,76,14,3904,NA,NA
2E,250,72,14,4002,NA,NA
2E,291,88,14,4042,NA,NA
2E,361,78,14,4112,NA,NA
2E,579,89,14,4330,NA,NA
2E,628,78,14,4378,NA,NA
2E,629,75,14,4379,NA,NA
2E,642,85,14,4392,NA,NA
3E,79,84,14,2982,NA,NA
3E,374,88,14,3277,NA,NA
3E,379,86,14,3282,NA,NA
3E,445,84,14,3348,NA,NA
6W,125,78,14,1949,NA,NA
6W,204,80,14,2028,NA,NA
6W,214,75,14,2038,NA,NA
6W,249,83,14,2073,NA,NA
6E,25,77,14,2122,NA,NA
6E,121,82,14,2218,NA,NA
5W,135,78,14,484,NA,NA
5E,22,84,14,2596,NA,NA
5E,119,82,14,2693,NA,NA
5E,139,82,14,2713,NA,NA
5E,155,84,14,2729,NA,NA
5E,222,78,14,2796,NA,NA
5E,318,79,14,2892,NA,NA
5E,322,79,14,2896,NA,NA
4E,138,87,14,138,NA,NA
4E,279,87,14,279,NA,NA
4E,321,84,14,321,NA,NA
3W,213,72,14,2517,NA,NA
1W,59,64,14,1440,NA,NA
1W,64,69,14,1445,NA,NA
1W,229,76,14,1610,NA,NA
1W,270,67,14,1651,NA,NA
1W,376,65,14,1757,NA,NA
1W,384,74,14,1765,NA,NA
1W,398,83,14,1779,NA,NA
1E,84,82,14,802,NA,NA
1E,127,93,14,845,NA,NA
1E,422,82,14,1140,NA,NA
1E,433,90,14,1151,NA,NA
2W,63,76,14.1,3428,NA,NA
2W,120,86,14.1,3485,NA,NA
2W,176,79,14.1,3541,NA,NA
2W,223,80,14.1,3588,NA,NA
2W,263,72,14.1,3628,NA,NA
2E,40,77,14.1,3792,NA,NA
2E,115,72,14.1,3867,NA,NA
2E,246,74,14.1,3998,NA,NA
2E,277,75,14.1,4028,NA,NA
2E,326,68,14.1,4077,NA,NA
2E,340,77,14.1,4091,NA,NA
2E,342,77,14.1,4093,NA,NA
2E,394,80,14.1,4145,NA,NA
2E,449,84,14.1,4200,NA,NA
2E,465,73,14.1,4216,NA,NA
2E,466,77,14.1,4217,NA,NA
2E,475,76,14.1,4226,NA,NA
2E,491,94,14.1,4242,NA,NA
2E,601,84,14.1,4351,NA,NA
2E,635,76,14.1,4385,NA,NA
6W,37,76,14.1,1861,NA,NA
6W,52,84,14.1,1876,NA,NA
6W,95,81,14.1,1919,NA,NA
6W,216,80,14.1,2040,NA,NA
6E,134,82,14.1,2231,NA,NA
5W,141,89,14.1,490,NA,NA
5W,207,83,14.1,556,NA,NA
5W,209,86,14.1,558,NA,NA
5W,252,84,14.1,601,NA,NA
5E,58,91,14.1,2632,NA,NA
5E,83,78,14.1,2657,NA,NA
5E,175,97,14.1,2749,NA,NA
5E,196,88,14.1,2770,NA,NA
5E,214,84,14.1,2788,NA,NA
5E,277,83,14.1,2851,NA,NA
5E,328,91,14.1,2902,NA,NA
4E,88,81,14.1,88,NA,NA
4E,136,87,14.1,136,NA,NA
4E,282,80,14.1,282,NA,NA
4E,284,88,14.1,284,NA,NA
4W,75,82,14.1,709,NA,NA
4W,81,79,14.1,715,NA,NA
3W,126,73,14.1,2430,NA,NA
3W,149,74,14.1,2453,NA,NA
3W,153,72,14.1,2457,NA,NA
1W,302,72,14.1,1683,NA,NA
1W,348,73,14.1,1729,NA,NA
1E,171,81,14.1,889,NA,NA
1E,409,85,14.1,1127,NA,NA
1E,503,81,14.1,1221,NA,NA
2W,67,81,14.2,3432,NA,NA
2W,116,86,14.2,3481,NA,NA
2W,144,85,14.2,3509,NA,NA
2W,220,80,14.2,3585,NA,NA
2W,246,83,14.2,3611,NA,NA
2W,301,78,14.2,3666,NA,NA
2E,158,80,14.2,3910,NA,NA
2E,186,69,14.2,3938,NA,NA
2E,249,72,14.2,4001,NA,NA
2E,347,80,14.2,4098,NA,NA
2E,352,71,14.2,4103,NA,NA
2E,354,77,14.2,4105,NA,NA
2E,393,84,14.2,4144,NA,NA
2E,480,80,14.2,4231,NA,NA
2E,498,87,14.2,4249,NA,NA
2E,509,83,14.2,4260,NA,NA
2E,595,74,14.2,4345,NA,NA
2E,609,80,14.2,4359,NA,NA
2E,669,78,14.2,4419,NA,NA
3E,255,86,14.2,3158,NA,NA
6W,65,77,14.2,1889,NA,NA
6W,79,77,14.2,1903,NA,NA
6W,124,70,14.2,1948,NA,NA
6W,193,79,14.2,2017,NA,NA
6W,244,78,14.2,2068,NA,NA
6E,41,87,14.2,2138,NA,NA
5W,154,86,14.2,503,NA,NA
5W,247,91,14.2,596,NA,NA
5E,28,89,14.2,2602,NA,NA
5E,95,87,14.2,2669,NA,NA
5E,169,92,14.2,2743,NA,NA
5E,209,90,14.2,2783,NA,NA
5E,213,90,14.2,2787,NA,NA
4E,314,86,14.2,314,NA,NA
1W,52,76,14.2,1433,NA,NA
1W,68,71,14.2,1449,NA,NA
1W,75,82,14.2,1456,NA,NA
1W,116,73,14.2,1497,NA,NA
1W,177,78,14.2,1558,NA,NA
1W,306,75,14.2,1687,NA,NA
1W,307,78,14.2,1688,NA,NA
1W,322,67,14.2,1703,NA,NA
1W,390,74,14.2,1771,NA,NA
1E,152,74,14.2,870,NA,NA
1E,200,84,14.2,918,NA,NA
1E,245,79,14.2,963,NA,NA
1E,270,84,14.2,988,NA,NA
2W,99,87,14.3,3464,NA,NA
2W,142,80,14.3,3507,NA,NA
2W,195,85,14.3,3560,NA,NA
2W,225,85,14.3,3590,NA,NA
2E,43,78,14.3,3795,NA,NA
2E,75,82,14.3,3827,NA,NA
2E,219,74,14.3,3971,NA,NA
2E,225,76,14.3,3977,NA,NA
2E,232,82,14.3,3984,NA,NA
2E,237,88,14.3,3989,NA,NA
2E,261,77,14.3,4013,NA,NA
2E,262,77,14.3,4014,NA,NA
2E,329,77,14.3,4080,NA,NA
2E,542,77,14.3,4293,NA,NA
2E,663,70,14.3,4413,NA,NA
2E,668,81,14.3,4418,NA,NA
3E,425,86,14.3,3328,NA,NA
6W,259,82,14.3,2083,NA,NA
6W,262,82,14.3,2086,NA,NA
6E,68,80,14.3,2165,NA,NA
5W,85,85,14.3,434,NA,NA
5W,103,88,14.3,452,NA,NA
5E,25,86,14.3,2599,NA,NA
5E,55,87,14.3,2629,NA,NA
5E,125,80,14.3,2699,NA,NA
5E,134,84,14.3,2708,NA,NA
4E,27,86,14.3,27,NA,NA
4E,189,84,14.3,189,NA,NA
4E,222,89,14.3,222,NA,NA
1W,32,83,14.3,1413,NA,NA
1W,115,68,14.3,1496,NA,NA
1W,186,74,14.3,1567,NA,NA
1W,195,76,14.3,1576,NA,NA
1W,221,80,14.3,1602,NA,NA
1W,355,78,14.3,1736,NA,NA
1W,403,81,14.3,1784,NA,NA
1W,433,76,14.3,1814,NA,NA
1E,417,74,14.3,1135,NA,NA
1E,490,80,14.3,1208,NA,NA
2W,11,81,14.4,3376,NA,NA
2W,80,79,14.4,3445,NA,NA
2W,112,83,14.4,3477,NA,NA
2W,127,82,14.4,3492,NA,NA
2W,165,84,14.4,3530,NA,NA
2W,200,80,14.4,3565,NA,NA
2W,210,88,14.4,3575,NA,NA
2W,251,84,14.4,3616,NA,NA
2E,13,80,14.4,3765,NA,NA
2E,36,79,14.4,3788,NA,NA
2E,103,83,14.4,3855,NA,NA
2E,120,74,14.4,3872,NA,NA
2E,141,80,14.4,3893,NA,NA
2E,148,88,14.4,3900,NA,NA
2E,226,77,14.4,3978,NA,NA
2E,233,77,14.4,3985,NA,NA
2E,287,72,14.4,4038,NA,NA
2E,302,83,14.4,4053,NA,NA
2E,415,79,14.4,4166,NA,NA
2E,422,77,14.4,4173,NA,NA
2E,507,88,14.4,4258,NA,NA
2E,662,92,14.4,4412,NA,NA
3E,39,82,14.4,2942,NA,NA
3E,45,78,14.4,2948,NA,NA
3E,58,82,14.4,2961,NA,NA
3E,66,81,14.4,2969,NA,NA
3E,129,86,14.4,3032,NA,NA
6W,213,64,14.4,2037,NA,NA
6W,273,83,14.4,2097,NA,NA
6E,14,92,14.4,2111,NA,NA
6E,79,85,14.4,2176,NA,NA
6E,118,86,14.4,2215,NA,NA
5W,120,93,14.4,469,NA,NA
5E,92,84,14.4,2666,NA,NA
5E,157,80,14.4,2731,NA,NA
5E,285,82,14.4,2859,NA,NA
5E,290,91,14.4,2864,NA,NA
4E,26,90,14.4,26,NA,NA
4E,89,85,14.4,89,NA,NA
4E,101,87,14.4,101,NA,NA
4E,128,94,14.4,128,NA,NA
4E,139,97,14.4,139,NA,NA
4E,146,84,14.4,146,NA,NA
4E,183,80,14.4,183,NA,NA
4E,214,95,14.4,214,NA,NA
4E,234,84,14.4,234,NA,NA
4E,294,89,14.4,294,NA,NA
4E,326,87,14.4,326,NA,NA
4E,335,89,14.4,335,NA,NA
4W,3,89,14.4,637,NA,NA
4W,17,85,14.4,651,NA,NA
3W,59,69,14.4,2363,NA,NA
3W,182,79,14.4,2486,NA,NA
3W,188,79,14.4,2492,NA,NA
3W,215,81,14.4,2519,NA,NA
1W,43,78,14.4,1424,NA,NA
1W,101,77,14.4,1482,NA,NA
1W,119,75,14.4,1500,NA,NA
1W,259,82,14.4,1640,NA,NA
1W,291,78,14.4,1672,NA,NA
1W,383,73,14.4,1764,NA,NA
1W,413,80,14.4,1794,NA,NA
1W,415,77,14.4,1796,NA,NA
1E,137,77,14.4,855,NA,NA
1E,243,82,14.4,961,NA,NA
1E,293,81,14.4,1011,NA,NA
1E,589,84,14.4,1307,NA,NA
2W,5,86,14.5,3370,NA,NA
2W,38,94,14.5,3403,NA,NA
2W,50,85,14.5,3415,NA,NA
2W,169,93,14.5,3534,NA,NA
2W,193,80,14.5,3558,NA,NA
2W,198,83,14.5,3563,NA,NA
2W,204,81,14.5,3569,NA,NA
2W,216,83,14.5,3581,NA,NA
2W,244,88,14.5,3609,NA,NA
2E,33,80,14.5,3785,NA,NA
2E,53,81,14.5,3805,NA,NA
2E,95,85,14.5,3847,NA,NA
2E,110,87,14.5,3862,NA,NA
2E,375,83,14.5,4126,NA,NA
2E,525,86,14.5,4276,NA,NA
2E,557,79,14.5,4308,NA,NA
2E,596,84,14.5,4346,NA,NA
2E,602,82,14.5,4352,NA,NA
2E,680,74,14.5,4428,NA,NA
3E,266,85,14.5,3169,NA,NA
3E,370,88,14.5,3273,NA,NA
3E,442,84,14.5,3345,NA,NA
6W,34,81,14.5,1858,NA,NA
6W,47,84,14.5,1871,NA,NA
6W,71,77,14.5,1895,NA,NA
6W,197,83,14.5,2021,NA,NA
6E,53,89,14.5,2150,NA,NA
6E,55,82,14.5,2152,NA,NA
6E,130,89,14.5,2227,NA,NA
6E,206,81,14.5,2303,NA,NA
5W,164,91,14.5,513,NA,NA
5W,270,96,14.5,619,NA,NA
5E,18,92,14.5,2592,NA,NA
5E,30,86,14.5,2604,NA,NA
5E,101,83,14.5,2675,NA,NA
5E,166,90,14.5,2740,NA,NA
5E,232,89,14.5,2806,NA,NA
5E,278,77,14.5,2852,NA,NA
5E,283,82,14.5,2857,NA,NA
5E,321,86,14.5,2895,NA,NA
4E,151,84,14.5,151,NA,NA
4E,317,88,14.5,317,NA,NA
4E,334,84,14.5,334,NA,NA
4W,12,69,14.5,646,NA,NA
4W,74,83,14.5,708,NA,NA
3W,97,84,14.5,2401,NA,NA
3W,224,74,14.5,2528,NA,NA
1W,67,69,14.5,1448,NA,NA
1W,157,77,14.5,1538,NA,NA
1W,255,66,14.5,1636,NA,NA
1W,371,77,14.5,1752,NA,NA
1W,434,81,14.5,1815,NA,NA
1E,434,86,14.5,1152,NA,NA
1E,506,78,14.5,1224,NA,NA
2W,118,87,14.6,3483,NA,NA
2W,234,84,14.6,3599,NA,NA
2W,296,79,14.6,3661,NA,NA
2W,386,80,14.6,3751,NA,NA
2E,72,75,14.6,3824,NA,NA
2E,109,83,14.6,3861,NA,NA
2E,172,75,14.6,3924,NA,NA
2E,215,78,14.6,3967,NA,NA
2E,279,86,14.6,4030,NA,NA
2E,454,85,14.6,4205,NA,NA
2E,495,94,14.6,4246,NA,NA
2E,539,82,14.6,4290,NA,NA
2E,659,85,14.6,4409,NA,NA
3E,16,77,14.6,2919,NA,NA
3E,44,88,14.6,2947,NA,NA
3E,80,90,14.6,2983,NA,NA
3E,105,85,14.6,3008,NA,NA
3E,191,91,14.6,3094,NA,NA
3E,307,86,14.6,3210,NA,NA
3E,327,87,14.6,3230,NA,NA
6W,162,77,14.6,1986,NA,NA
6E,80,84,14.6,2177,NA,NA
6E,110,92,14.6,2207,NA,NA
6E,139,81,14.6,2236,NA,NA
6E,152,83,14.6,2249,NA,NA
5W,131,91,14.6,480,NA,NA
5W,236,85,14.6,585,NA,NA
5W,259,93,14.6,608,NA,NA
5W,275,89,14.6,624,NA,NA
5W,280,88,14.6,629,NA,NA
5E,17,84,14.6,2591,NA,NA
5E,149,86,14.6,2723,NA,NA
5E,293,84,14.6,2867,NA,NA
4E,92,96,14.6,92,NA,NA
4E,116,88,14.6,116,NA,NA
4E,117,90,14.6,117,NA,NA
4E,200,79,14.6,200,NA,NA
4E,286,97,14.6,286,NA,NA
4E,289,96,14.6,289,NA,NA
4E,325,85,14.6,325,NA,NA
4E,327,90,14.6,327,NA,NA
4W,7,85,14.6,641,NA,NA
4W,11,91,14.6,645,NA,NA
4W,68,87,14.6,702,NA,NA
1W,145,74,14.6,1526,NA,NA
2W,24,87,14.7,3389,NA,NA
2W,104,89,14.7,3469,NA,NA
2W,129,86,14.7,3494,NA,NA
2W,164,88,14.7,3529,NA,NA
2W,222,85,14.7,3587,NA,NA
2W,237,84,14.7,3602,NA,NA
2E,54,84,14.7,3806,NA,NA
2E,206,80,14.7,3958,NA,NA
2E,212,93,14.7,3964,NA,NA
2E,221,77,14.7,3973,NA,NA
2E,263,85,14.7,4015,NA,NA
2E,265,82,14.7,4017,NA,NA
2E,321,80,14.7,4072,NA,NA
2E,346,86,14.7,4097,NA,NA
2E,365,90,14.7,4116,NA,NA
2E,444,85,14.7,4195,NA,NA
2E,478,86,14.7,4229,NA,NA
2E,526,88,14.7,4277,NA,NA
2E,532,92,14.7,4283,NA,NA
2E,610,87,14.7,4360,NA,NA
2E,652,80,14.7,4402,NA,NA
2E,658,83,14.7,4408,NA,NA
3E,99,84,14.7,3002,NA,NA
3E,398,92,14.7,3301,NA,NA
6W,72,89,14.7,1896,NA,NA
6W,118,84,14.7,1942,NA,NA
6W,156,81,14.7,1980,NA,NA
6W,175,78,14.7,1999,NA,NA
6W,180,79,14.7,2004,NA,NA
6W,225,82,14.7,2049,NA,NA
6W,233,78,14.7,2057,NA,NA
6E,193,81,14.7,2290,NA,NA
6E,194,88,14.7,2291,NA,NA
5W,254,94,14.7,603,NA,NA
5W,265,100,14.7,614,NA,NA
5E,88,79,14.7,2662,NA,NA
5E,221,87,14.7,2795,NA,NA
5E,237,86,14.7,2811,NA,NA
4E,76,89,14.7,76,NA,NA
4E,112,97,14.7,112,NA,NA
4E,137,85,14.7,137,NA,NA
4E,313,80,14.7,313,NA,NA
4E,324,87,14.7,324,NA,NA
3W,67,81,14.7,2371,NA,NA
3W,80,79,14.7,2384,NA,NA
1W,30,73,14.7,1411,NA,NA
1W,31,78,14.7,1412,NA,NA
1W,168,80,14.7,1549,NA,NA
1W,194,77,14.7,1575,NA,NA
1W,298,79,14.7,1679,NA,NA
1W,408,79,14.7,1789,NA,NA
1E,470,85,14.7,1188,NA,NA
1E,497,87,14.7,1215,NA,NA
2W,31,85,14.8,3396,NA,NA
2W,156,90,14.8,3521,NA,NA
2W,184,87,14.8,3549,NA,NA
2W,275,80,14.8,3640,NA,NA
2E,42,90,14.8,3794,NA,NA
2E,57,80,14.8,3809,NA,NA
2E,70,86,14.8,3822,NA,NA
2E,170,84,14.8,3922,NA,NA
2E,236,88,14.8,3988,NA,NA
2E,256,85,14.8,4008,NA,NA
2E,319,76,14.8,4070,NA,NA
2E,339,83,14.8,4090,NA,NA
2E,343,84,14.8,4094,NA,NA
2E,469,84,14.8,4220,NA,NA
2E,477,87,14.8,4228,NA,NA
2E,523,81,14.8,4274,NA,NA
2E,582,107,14.8,4333,NA,NA
2E,588,94,14.8,4339,NA,NA
2E,645,76,14.8,4395,NA,NA
3E,51,87,14.8,2954,NA,NA
3E,54,100,14.8,2957,NA,NA
3E,319,82,14.8,3222,NA,NA
3E,397,80,14.8,3300,NA,NA
3E,449,82,14.8,3352,NA,NA
6W,127,84,14.8,1951,NA,NA
6W,177,86,14.8,2001,NA,NA
6W,226,80,14.8,2050,NA,NA
6E,20,89,14.8,2117,NA,NA
5W,89,83,14.8,438,NA,NA
5W,158,94,14.8,507,NA,NA
5W,170,94,14.8,519,NA,NA
5W,208,90,14.8,557,NA,NA
5W,246,90,14.8,595,NA,NA
5E,115,91,14.8,2689,NA,NA
5E,130,98,14.8,2704,NA,NA
5E,294,84,14.8,2868,NA,NA
4E,16,91,14.8,16,NA,NA
4E,348,83,14.8,348,NA,NA
3W,84,74,14.8,2388,NA,NA
3W,178,86,14.8,2482,NA,NA
1W,36,77,14.8,1417,NA,NA
1E,111,81,14.8,829,NA,NA
1E,597,82,14.8,1315,NA,NA
2W,13,78,14.9,3378,NA,NA
2W,47,86,14.9,3412,NA,NA
2W,205,84,14.9,3570,NA,NA
2W,213,81,14.9,3578,NA,NA
2E,28,73,14.9,3780,NA,NA
2E,173,80,14.9,3925,NA,NA
2E,264,80,14.9,4016,NA,NA
2E,314,88,14.9,4065,NA,NA
2E,325,87,14.9,4076,NA,NA
2E,547,89,14.9,4298,NA,NA
2E,600,66,14.9,4350,NA,NA
3E,41,88,14.9,2944,NA,NA
3E,114,92,14.9,3017,NA,NA
6W,21,84,14.9,1845,NA,NA
6W,83,75,14.9,1907,NA,NA
6W,210,84,14.9,2034,NA,NA
6W,256,89,14.9,2080,NA,NA
6E,70,86,14.9,2167,NA,NA
5E,63,86,14.9,2637,NA,NA
5E,189,90,14.9,2763,NA,NA
5E,244,92,14.9,2818,NA,NA
5E,273,82,14.9,2847,NA,NA
4E,98,90,14.9,98,NA,NA
4E,119,96,14.9,119,NA,NA
4E,161,80,14.9,161,NA,NA
4E,229,87,14.9,229,NA,NA
4E,295,91,14.9,295,NA,NA
4E,302,87,14.9,302,NA,NA
4E,333,94,14.9,333,NA,NA
4E,338,81,14.9,338,NA,NA
3W,86,74,14.9,2390,NA,NA
3W,161,77,14.9,2465,NA,NA
3W,163,78,14.9,2467,NA,NA
3W,223,78,14.9,2527,NA,NA
1W,269,81,14.9,1650,NA,NA
2W,60,89,15,3425,NA,NA
2W,81,92,15,3446,NA,NA
2W,167,86,15,3532,NA,NA
2W,185,80,15,3550,NA,NA
2W,194,88,15,3559,NA,NA
2W,249,84,15,3614,NA,NA
2W,283,87,15,3648,NA,NA
2W,284,84,15,3649,NA,NA
2W,332,78,15,3697,NA,NA
2E,85,86,15,3837,NA,NA
2E,122,87,15,3874,NA,NA
2E,166,86,15,3918,NA,NA
2E,272,79,15,4024,NA,NA
2E,284,96,15,4035,NA,NA
2E,309,90,15,4060,NA,NA
2E,401,80,15,4152,NA,NA
2E,472,84,15,4223,NA,NA
2E,581,75,15,4332,NA,NA
2E,620,75,15,4370,NA,NA
3E,355,92,15,3258,NA,NA
3E,401,100,15,3304,NA,NA
3E,406,82,15,3309,NA,NA
6W,36,79,15,1860,NA,NA
6W,42,78,15,1866,NA,NA
6W,174,88,15,1998,NA,NA
6E,49,88,15,2146,NA,NA
5W,190,90,15,539,NA,NA
5W,227,102,15,576,NA,NA
5W,258,97,15,607,NA,NA
5E,87,87,15,2661,NA,NA
5E,94,86,15,2668,NA,NA
5E,133,81,15,2707,NA,NA
5E,153,95,15,2727,NA,NA
4E,173,84,15,173,NA,NA
4E,201,95,15,201,NA,NA
4E,291,86,15,291,NA,NA
4E,329,81,15,329,NA,NA
4E,337,89,15,337,NA,NA
3W,110,72,15,2414,NA,NA
3W,173,83,15,2477,NA,NA
2W,28,89,15.1,3393,NA,NA
2W,89,84,15.1,3454,NA,NA
2W,188,82,15.1,3553,NA,NA
2W,217,86,15.1,3582,NA,NA
2W,229,84,15.1,3594,NA,NA
2W,232,97,15.1,3597,NA,NA
2W,294,93,15.1,3659,NA,NA
2E,44,83,15.1,3796,NA,NA
2E,113,79,15.1,3865,NA,NA
2E,178,87,15.1,3930,NA,NA
2E,204,82,15.1,3956,NA,NA
2E,230,85,15.1,3982,NA,NA
2E,266,85,15.1,4018,NA,NA
2E,428,86,15.1,4179,NA,NA
2E,440,79,15.1,4191,NA,NA
2E,451,88,15.1,4202,NA,NA
2E,550,86,15.1,4301,NA,NA
2E,612,88,15.1,4362,NA,NA
2E,670,85,15.1,4420,NA,NA
3E,95,89,15.1,2998,NA,NA
3E,101,91,15.1,3004,NA,NA
3E,112,94,15.1,3015,NA,NA
3E,179,87,15.1,3082,NA,NA
3E,227,92,15.1,3130,NA,NA
3E,283,87,15.1,3186,NA,NA
